problem_size 10 csize 20
problem_size 11 csize 22
problem_size 12 csize 24
problem_size 13 csize 26
problem_size 14 csize 28
problem_size 15 csize 30
problem_size 16 csize 32
problem_size 17 csize 34
problem_size 18 csize 36
problem_size 19 csize 38
problem_size 20 csize 40
problem_size 21 csize 42
problem_size 22 csize 44
problem_size 23 csize 46
problem_size 24 csize 48
problem_size 25 csize 50
problem_size 26 csize 52
problem_size 27 csize 54
problem_size 28 csize 56
problem_size 29 csize 58
problem_size 30 csize 60
problem_size 31 csize 62
problem_size 32 csize 64
problem_size 33 csize 66
problem_size 34 csize 68
problem_size 35 csize 70
problem_size 36 csize 72
problem_size 37 csize 74
problem_size 38 csize 76
problem_size 39 csize 78
problem_size 40 csize 80
problem_size 41 csize 82
problem_size 42 csize 84
problem_size 43 csize 86
problem_size 44 csize 88
problem_size 45 csize 90
problem_size 46 csize 92
problem_size 47 csize 94
problem_size 48 csize 96
problem_size 49 csize 98
problem_size 50 csize 100
problem_size 51 csize 102
problem_size 52 csize 104
problem_size 53 csize 106
problem_size 54 csize 108
problem_size 55 csize 110
problem_size 56 csize 112
problem_size 57 csize 114
problem_size 58 csize 116
problem_size 59 csize 118
problem_size 60 csize 120
problem_size 61 csize 122
problem_size 62 csize 124
problem_size 63 csize 126
problem_size 64 csize 128
problem_size 65 csize 130
problem_size 66 csize 132
problem_size 67 csize 134
problem_size 68 csize 136
problem_size 69 csize 138
problem_size 70 csize 140
problem_size 71 csize 142
problem_size 72 csize 144
problem_size 73 csize 146
problem_size 74 csize 148
problem_size 75 csize 150
problem_size 76 csize 152
problem_size 77 csize 154
problem_size 78 csize 156
problem_size 79 csize 158
problem_size 80 csize 160
problem_size 81 csize 162
problem_size 82 csize 164
problem_size 83 csize 166
problem_size 84 csize 168
problem_size 85 csize 170
problem_size 86 csize 172
problem_size 87 csize 174
problem_size 88 csize 176
problem_size 89 csize 178
problem_size 90 csize 180
problem_size 91 csize 182
problem_size 92 csize 184
problem_size 93 csize 186
problem_size 94 csize 188
problem_size 95 csize 190
problem_size 96 csize 192
problem_size 97 csize 194
problem_size 98 csize 196
problem_size 99 csize 198
problem_size 100 csize 200
problem_size 101 csize 202
problem_size 102 csize 204
problem_size 103 csize 206
problem_size 104 csize 208
problem_size 105 csize 210
problem_size 106 csize 212
problem_size 107 csize 214
problem_size 108 csize 216
problem_size 109 csize 218
problem_size 110 csize 220
problem_size 111 csize 222
problem_size 112 csize 224
problem_size 113 csize 226
problem_size 114 csize 228
problem_size 115 csize 230
problem_size 116 csize 232
problem_size 117 csize 234
problem_size 118 csize 236
problem_size 119 csize 238
problem_size 120 csize 240
problem_size 121 csize 242
problem_size 122 csize 244
problem_size 123 csize 246
problem_size 124 csize 248
problem_size 125 csize 250
problem_size 126 csize 252
problem_size 127 csize 254
problem_size 128 csize 256
problem_size 129 csize 258
problem_size 130 csize 260
problem_size 131 csize 262
problem_size 132 csize 264
problem_size 133 csize 266
problem_size 134 csize 268
problem_size 135 csize 270
problem_size 136 csize 272
problem_size 137 csize 274
problem_size 138 csize 276
problem_size 139 csize 278
