problem_size 10 csize 20
problem_size 11 csize 22
problem_size 12 csize 24
problem_size 13 csize 26
problem_size 14 csize 28
problem_size 15 csize 30
problem_size 16 csize 32
problem_size 17 csize 34
problem_size 18 csize 36
problem_size 19 csize 38
problem_size 20 csize 40
problem_size 21 csize 42
problem_size 22 csize 44
problem_size 23 csize 46
problem_size 24 csize 48
problem_size 25 csize 50
problem_size 26 csize 52
problem_size 27 csize 54
problem_size 28 csize 56
problem_size 29 csize 58
problem_size 30 csize 60
problem_size 31 csize 62
problem_size 32 csize 64
problem_size 33 csize 137
problem_size 34 csize 68
problem_size 35 csize 145
problem_size 36 csize 72
problem_size 37 csize 153
problem_size 38 csize 76
problem_size 39 csize 161
problem_size 40 csize 80
problem_size 41 csize 169
problem_size 42 csize 84
problem_size 43 csize 177
problem_size 44 csize 88
problem_size 45 csize 185
problem_size 46 csize 92
problem_size 47 csize 193
problem_size 48 csize 96
problem_size 49 csize 201
problem_size 50 csize 100
problem_size 51 csize 209
problem_size 52 csize 104
problem_size 53 csize 217
problem_size 54 csize 108
problem_size 55 csize 225
problem_size 56 csize 112
problem_size 57 csize 233
problem_size 58 csize 116
problem_size 59 csize 241
problem_size 60 csize 120
problem_size 61 csize 249
problem_size 62 csize 124
problem_size 63 csize 257
problem_size 64 csize 128
problem_size 65 csize 265
problem_size 66 csize 132
problem_size 67 csize 273
problem_size 68 csize 136
problem_size 69 csize 281
problem_size 70 csize 140
problem_size 71 csize 289
problem_size 72 csize 144
problem_size 73 csize 297
problem_size 74 csize 148
problem_size 75 csize 305
problem_size 76 csize 152
problem_size 77 csize 313
problem_size 78 csize 156
problem_size 79 csize 321
problem_size 80 csize 160
problem_size 81 csize 329
problem_size 82 csize 164
problem_size 83 csize 337
problem_size 84 csize 168
problem_size 85 csize 345
problem_size 86 csize 172
problem_size 87 csize 353
problem_size 88 csize 176
problem_size 89 csize 361
problem_size 90 csize 180
problem_size 91 csize 369
problem_size 92 csize 184
problem_size 93 csize 377
problem_size 94 csize 188
problem_size 95 csize 385
problem_size 96 csize 192
problem_size 97 csize 393
problem_size 98 csize 196
problem_size 99 csize 401
problem_size 100 csize 200
problem_size 101 csize 409
problem_size 102 csize 204
problem_size 103 csize 417
problem_size 104 csize 208
problem_size 105 csize 425
problem_size 106 csize 212
problem_size 107 csize 433
problem_size 108 csize 216
problem_size 109 csize 441
problem_size 110 csize 220
problem_size 111 csize 449
problem_size 112 csize 224
problem_size 113 csize 457
problem_size 114 csize 228
problem_size 115 csize 465
problem_size 116 csize 232
problem_size 117 csize 473
problem_size 118 csize 236
problem_size 119 csize 481
problem_size 120 csize 240
problem_size 121 csize 489
problem_size 122 csize 244
problem_size 123 csize 497
problem_size 124 csize 248
problem_size 125 csize 505
problem_size 126 csize 252
problem_size 127 csize 513
problem_size 128 csize 256
problem_size 129 csize 521
problem_size 130 csize 260
problem_size 131 csize 529
problem_size 132 csize 264
problem_size 133 csize 537
problem_size 134 csize 268
problem_size 135 csize 545
problem_size 136 csize 272
problem_size 137 csize 553
problem_size 138 csize 276
problem_size 139 csize 561
